Distance_(microns),SERCA_gray_avg_wd1,SERCA_gray_avg_wd2,SERCA_gray_avg_wd3,SERCA_gray_avg_wd4,SERCA_gray_avg_wd5,SERCA_gray_avg_wd6,SERCA_gray_avg_wd7,SERCA_gray_avg_wd8,SERCAmCherry_gray_avg_wd1,SERCAmCherry_gray_avg_wd2,SERCAmCherry_gray_avg_wd3,SERCAmCherry_gray_avg_wd5,SERCAmCherry_gray_avg_wd6,SERCAmCherry_gray_avg_wd8
105.775,855.787,983.876,669.5306667,575.4696667,674.6593333,815.0983333,603.7156667,608.297,859.4016667,853.7146667,657.2,815.797,636.0526667,682.5273333
106.002,850.0156667,974.2663333,657.471,568.072,664.407,830.3506667,610.343,582.829,857.8596667,842.7883333,655.2413333,823.0886667,658.4873333,636.1753333
106.229,850.8083333,972.5193333,642.71,560.47,718.0243333,819.6416667,623.098,584.8156667,844.3853333,868.0496667,640.9933333,815.7976667,589.8843333,640.2443333
106.456,864.1583333,973.056,629.3293333,569.1593333,662.6333333,802.564,630.6273333,609.6226667,853.235,826.8766667,674.282,795.57,602.622,662.5203333
106.683,880.018,1016.861667,633.2286667,562.788,686.8423333,795.54,626.5096667,626.1543333,841.0696667,854.0166667,669.928,812.8783333,635.7173333,673.4276667
106.91,881.6373333,979.7576667,622.4133333,534.4013333,685.4193333,839.4796667,622.9903333,607.3056667,812.167,873.783,683.032,808.7973333,611.0363333,656.034
107.137,861.211,983.94,653.931,533.606,681.6646667,865.0966667,622.76,600.4236667,865.9363333,856.201,667.0113333,809.8693333,578.0956667,688.9956667
107.364,877.5966667,982.6273333,613.8286667,542.375,687.4343333,822.3586667,622.8726667,619.2963333,843.3726667,841.2353333,670.082,828.463,553.5606667,663.2446667
107.591,883.936,1004.935333,648.9436667,558.2726667,689.7896667,790.4753333,608.5,618.4046667,849.874,858.6136667,685.8273333,829.5923333,607.9693333,710.2996667
107.818,846.855,989.7153333,626.7303333,552.0796667,678.2896667,793.7686667,614.098,634.0633333,883.5606667,863.574,693.9393333,840.2246667,617.3513333,656.6803333
108.045,837.8806667,982.5616667,637.2243333,552.5753333,705.826,818.236,632.75,619.7663333,865.323,862.917,669.129,855.6823333,615.6993333,672.7913333
108.272,852.7056667,973.2536667,671.415,554.254,671.298,824.1013333,617.2646667,631.365,826.5183333,863.337,666.7806667,826.7973333,615.9773333,704.0603333
108.499,861.809,995.0193333,665.0336667,543.0456667,692.7076667,808.979,603.054,570.8683333,861.8406667,854.3486667,658.794,809.19,625.8483333,686.1696667
108.726,865.0483333,968.0623333,673.797,536.159,699.6996667,786.5676667,603.2843333,623.3006667,905.247,865.8286667,689.4056667,832.1833333,618.8606667,651.025
108.953,863.8296667,956.156,634.242,533.3486667,723.411,806.8556667,626.8236667,602.271,846.1233333,878.4076667,711.014,846.153,636.0126667,664.343
109.18,890.4043333,1024.578333,629.6156667,546.2123333,702.3786667,824.4443333,647.4703333,604.2536667,778.4643333,854.383,711.4983333,838.5,617.1653333,655.7753333
109.407,901.3813333,1013.018,648.9596667,549.5303333,700.9096667,809.5263333,645.7796667,573.4956667,838.0326667,832.4873333,692.9736667,817.5496667,616.0023333,689.7193333
109.634,886.487,1004.150333,682.3,546.6933333,717.5473333,798.4053333,631.3726667,585.336,864.2263333,832.9056667,686.5646667,830.6973333,632.6516667,668.1953333
109.861,878.2006667,1020.426,666.971,554.8333333,724.1783333,786.684,622.2353333,575.65,879.756,846.19,656.19,819.8893333,611.7566667,661.3813333
110.088,856.8676667,1005.847,633.4676667,544.0493333,710.2656667,803.594,624.0196667,616.108,793.9856667,841.796,662.7373333,814.8123333,623.1403333,665.299
110.314,852.6423333,1040.441333,680.1456667,525.106,690.1556667,802.0183333,614.7453333,580.618,880.2796667,827.375,677.7296667,816.769,615.1473333,688.7246667
110.541,873.7393333,1057.662,670.1806667,522.924,693.4033333,795.5486667,607.8136667,623.527,852.9886667,830.9923333,671.4463333,784.635,618.9816667,639.5623333
110.768,893.7913333,1043.402333,657.939,531.8483333,695.6553333,797.092,628.7453333,617.3686667,830.047,838.837,654.9906667,792.6126667,581.994,643.4253333
110.995,883.0413333,1034.557333,657.41,535.246,670.1693333,790.241,642.1373333,649.3956667,806.4866667,842.1933333,644.9963333,792.48,606.4466667,674.5486667
111.222,878.1993333,1033.839,643.3493333,526.106,693.8953333,779.6313333,636.735,639.338,846.065,829.879,674.362,789.17,615.0493333,646.7186667
111.449,884.206,1000.039,630.4276667,527.019,693.3833333,783.0593333,637.6273333,636.5983333,849.327,853.7356667,659.2376667,798.7083333,593.6313333,715.823
111.676,899.9903333,1009.109667,645.852,530.6816667,660.1543333,796.412,622.745,647.6836667,856.1786667,848.4546667,656.6603333,808.9773333,608.7526667,656.487
111.903,919.3746667,988.4913333,652.0096667,535.1513333,690.3903333,788.1646667,611,626.8173333,876.6426667,869.0816667,659.064,837.8046667,629.546,662.023
112.13,927.5506667,991.1796667,667.327,543.606,651.6053333,793.9333333,627.9213333,638.3056667,864.6763333,875.5,655.5216667,840.623,637.268,669.6683333
112.357,920.7413333,1014.936333,658.297,549.7083333,661.1123333,813.732,632.1373333,626.363,869.8213333,851.6816667,699.5906667,840.463,636.1056667,618.5366667
112.584,911.923,971.1603333,643.7196667,546.1893333,668.2506667,778.3813333,629.0196667,622.473,861.0883333,863.0913333,667.699,865.8196667,607.5016667,664.576
112.811,898.5773333,978.236,644.813,535.8033333,680.139,748.9383333,638.402,675.7453333,857.3783333,856.476,667.1526667,858.132,630.7966667,669.2
113.038,886.1763333,997.154,641.208,528.409,686.1786667,800.1936667,639.1176667,623.6513333,918.2883333,853.0213333,662.1973333,835.8783333,615.7703333,627.772
113.265,893.8216667,992.2556667,619.2076667,543.845,676.2726667,830.319,629.9996667,661.2943333,841.254,845.2296667,659.9513333,857.0753333,617.7013333,700.179
113.492,889.7316667,979.1726667,651.4946667,555.2953333,701.2446667,803.2356667,619.8673333,640.3306667,867.1493333,829.7863333,664.703,869.4006667,621.4613333,663.1866667
113.719,881.0176667,1014.955,660.6096667,529.6023333,742.65,799.6983333,619.1076667,642.9736667,850.4756667,804.153,677.8243333,835.228,633.9303333,653.4116667
113.946,878.2273333,1001.182,643.677,512.4243333,698.207,798.367,623.3676667,630.575,808.553,819.8206667,682.458,810.2263333,611.5746667,658.5876667
114.173,888.0823333,1036.848333,623.5596667,520.326,704.561,799.957,619.137,654.451,825.3026667,820.4066667,660.8916667,813.8866667,611.703,659.745
114.4,901.778,992.9096667,607.7426667,527.6666667,666.624,850.9506667,619.8526667,649.628,855.429,829.478,653.386,813.2163333,600.9783333,674.569
114.627,894.8656667,939.2736667,594.025,527.7006667,681.3363333,830.786,633.863,609.2636667,872.6666667,812.0403333,685.161,832.4796667,581.585,665.0063333
114.854,894.0136667,959.3403333,611.0326667,523.6666667,652.309,768.825,633.7696667,642.8116667,862.3633333,809.603,696.0136667,826.303,629.6746667,688.294
115.081,895.505,967.8023333,631.7996667,522.5076667,654.981,736.5316667,620.559,617.31,812.4503333,820.987,711.0516667,807.0146667,622.7273333,730.8533333
115.308,878.565,992.2436667,617.6973333,517.7576667,670.7343333,774.9506667,623.7596667,628.436,829.9933333,820.942,695.3863333,804.1216667,589.1246667,646.4986667
115.535,883.832,988.1803333,625.9083333,520.4016667,660.7413333,820.5416667,630.4216667,651.376,791.9973333,813.9643333,657.6926667,799.1363333,604.5926667,669.8623333
115.762,912.4473333,1007.481667,648.9176667,512.5453333,656.0996667,778.2636667,638.6666667,630.789,852.8506667,819.0506667,652.9776667,789.945,593.3543333,662.84
115.989,900.865,1011.348333,647.6483333,508.894,636.8363333,746.7273333,641.049,653.068,849.2116667,831.3693333,662.526,809.7066667,609.9413333,641.2053333
116.216,887.8386667,1019.056333,638.7613333,513.5833333,657.5546667,749.171,612.75,626.8166667,845.0806667,830.2466667,684.0956667,791.8153333,619.535,659.9853333
116.443,887.7266667,990.0963333,612.4783333,507.428,653.8106667,778.838,596.451,623.9563333,831.8906667,833.4976667,688.0333333,789.3703333,609.0486667,635.4183333
116.67,879.693,969.7133333,620.4173333,512.47,663.45,806.3813333,624.8723333,636.141,839.986,824.077,679.8363333,819.383,647.3913333,667.9756667
116.897,882.784,964.7476667,657.409,516.5566667,658.2506667,786.7856667,641.559,613.555,824.7653333,818.4333333,667.2813333,844.283,642.439,656.2366667
117.124,882.7376667,955.7866667,649.066,504.9696667,642.301,757.554,620.51,629.1066667,827.7376667,795.2816667,688.6086667,862.615,626.5393333,676.1106667
117.351,865.797,966.6593333,624.6946667,498.3333333,650.5936667,712.753,611.4316667,634.922,893.372,797.4143333,704.4966667,836.362,622.8376667,652.432
117.578,900.8613333,991.993,655.0616667,499.6513333,658.1186667,733,614.2936667,599.2523333,803.1926667,821.396,673.5073333,822.25,624.6836667,644.2146667
117.805,919.581,962.351,630.0506667,502.4923333,656.436,758.5876667,626.3233333,641.8823333,834.1366667,833.504,711.5143333,812.376,646.7563333,641.644
118.032,886.5443333,964.907,672.812,513.3486667,684.4356667,710.4246667,635.3923333,652.422,843.436,817.0976667,643.5673333,821.153,605.2003333,676.8463333
118.259,883.3836667,1012.205,670.891,517.6933333,696.863,741.6446667,639.441,643.7296667,863.591,816.575,653.969,804.8676667,612.0916667,672.454
118.486,902.2396667,1003.753,661.7763333,500.1516667,690.9793333,750.7273333,633.8923333,690.7706667,836.0373333,816.697,650.1726667,810.2993333,594.036,646.2386667
118.713,896.5266667,968.3256667,643.208,488.1856667,673.3396667,727.515,608.9313333,667.3533333,789.328,822.884,642.2603333,815.077,586.748,656.476
118.94,869.6056667,1003.058333,628.125,485.7803333,670.6976667,745.6256667,605.1816667,625.734,877.1496667,838.4206667,676.1266667,790.964,592.5306667,659.2683333
119.167,867.5526667,981.4533333,676.0943333,486.053,656.0546667,729.574,608.657,646.425,829.9296667,817.7446667,654.6906667,782.465,599.9523333,675.5023333
119.394,882.7406667,967.5923333,631.383,490.182,640.5796667,716.818,609.6863333,630.535,803.18,815.7436667,661.3773333,776.2266667,601.9706667,604.9176667
119.621,875.2026667,1001.319,644.7733333,500.9393333,646.416,717.3433333,612,634.07,836.6563333,817.0476667,663.514,775.089,597.113,644.9383333
119.848,858.5633333,975.0333333,638.555,504.6666667,655.7616667,711.91,604.103,642.0563333,844.303,785.5996667,668.9876667,791.842,604.427,651.263
120.075,859.3273333,973.1736667,625.2086667,490.053,651.7853333,745.589,595.4606667,642.176,868.5066667,771.5286667,678.1793333,831.286,614.6003333,625.2566667
120.302,857.0666667,958.921,617.7086667,490.6816667,644.7676667,745.931,602.3726667,662.0513333,838.124,790.0653333,676.2536667,826.355,614.7743333,638.8816667
120.529,854.6506667,985.8926667,644.02,499.057,650.0766667,707.885,599.9803333,665.3816667,861.684,818.0633333,690.36,789.7133333,597.6303333,654.9116667
120.756,819.9496667,963.4216667,654.1816667,496.4393333,672.649,721.046,596.054,663.2353333,856.575,821.217,700.7106667,799.5673333,618.051,636.356
120.983,813.062,972.827,630.8863333,495.754,654.7576667,713.1936667,611.8233333,630.7186667,857.749,799.932,690.2336667,824.6096667,612.6223333,645.8233333
121.21,826.0326667,967.9763333,644.7373333,504.3936667,655.9176667,709.9233333,615.9753333,632.691,862.422,789.7353333,685.1603333,841.635,597.0033333,664.731
121.437,836.7446667,939.3706667,667.0883333,494.4886667,653.385,727.6013333,614.3236667,633.6353333,837.516,800.012,629.1646667,821.015,605.7163333,703.447
121.664,836.2383333,924.65,632.3843333,478.6743333,630.7563333,716.6996667,607.6716667,677.4436667,865.5563333,803.339,654.3696667,785.7073333,606.119,678.2283333
121.891,847.087,943.0156667,665.822,480.966,624.4846667,710.1556667,600.2943333,667.5893333,866.949,817.0563333,663.3516667,797.832,582.9153333,636.3223333
122.118,852.058,945.738,643.62,485.318,617.543,719.73,601.304,635.173,841.868,810.684,706.8783333,808.2826667,625.8863333,684.0606667
122.345,835.8123333,917.1013333,633.485,491.4583333,614.611,722.225,585.7743333,606.178,830.9233333,814.6883333,687.6566667,793.4363333,607.3946667,686.8263333
122.572,795.4046667,937.17,625.1583333,507.053,605.0366667,694.133,571.6373333,661.731,841.886,818.782,700.2326667,792.3896667,628.599,658.4436667
122.799,773.0796667,927.4166667,638.6436667,499.8296667,597.2206667,696.6006667,578.3923333,607.0726667,879.296,790.4593333,693.543,799.5,611.7266667,649.365
123.026,806.6756667,933.1686667,656.276,484.0456667,653.955,731.3446667,580.784,622.0996667,840.4906667,767.476,700.512,803.5856667,635.0566667,658.6406667
123.253,821.9503333,881.331,636.8426667,485.4393333,643.647,735.295,589.5586667,586.929,870.8036667,769.9856667,685.249,820.5046667,629.0846667,667.7643333
123.48,808.7393333,892.741,628.0063333,483.25,637.24,728.41,599.6666667,605.321,865.012,775.361,665.3843333,798.775,592.8533333,650.91
123.707,804.9213333,886.521,628.5753333,471.8183333,634.1643333,708.645,588.7646667,590.8066667,858.8933333,779.796,662.866,769.1926667,620.961,696.5313333
123.934,822.943,915.133,649.1426667,465.3786667,643.727,685.493,569.755,568.5296667,899.8973333,793.5973333,658.0023333,776.9583333,591.444,639.5806667
124.161,827.8076667,918.1893333,657.24,486.7123333,656.0803333,705.6953333,571.3136667,594.6643333,898.168,787.4676667,654.6853333,765.022,615.9816667,648.4346667
124.388,823.2886667,914.8933333,648.2743333,505.4923333,640.7303333,708.8673333,586.5683333,595.5906667,860.1463333,780.0806667,677.18,763.743,614.542,636.105
124.615,821.9533333,889.059,632.7216667,495.6593333,631.304,690.671,585.4116667,604.6463333,920.2933333,763.5536667,695.5226667,790.516,615.1826667,632.828
124.841,817.986,913.9873333,623.8053333,484.8333333,617.9396667,689.3016667,603.005,579.968,887.4493333,742.706,680.1336667,797.687,615.055,642.391
125.068,813.3583333,902.204,609.9336667,493.8293333,621.238,677.6056667,604.588,577.7213333,851.4736667,756.346,703.7583333,778.401,606.6153333,653.119
125.295,815.7946667,889.7836667,622.1756667,503.1136667,618.309,649.939,577.2793333,603.602,837.4276667,764.562,684.077,749.698,636.369,646.74
125.522,830.5423333,891.4803333,619.8963333,501.9583333,596.9326667,648.431,572.0196667,609.9196667,847.2836667,780.6866667,681.0216667,754.6803333,630.003,651.9296667
125.749,820.1403333,873.648,616.649,488.3936667,612.5896667,671.8396667,573.0636667,585.7763333,892.5973333,794.689,704.1206667,759.5596667,620.7573333,631.1843333
125.976,813.6073333,852.4653333,630.179,482.038,645.7223333,681.1666667,585.5786667,582.905,924.9673333,793.4296667,666.5416667,755.1666667,618.9713333,613.9806667
126.203,815.5833333,829.02,605.001,484.5983333,641.088,667.781,593.6373333,574.7046667,930.8346667,789.277,677.2936667,788.608,616.0816667,633.8306667
126.43,793.0033333,841.922,624.9806667,483.818,612.679,648.8436667,579.539,603.7643333,852.2783333,779.6526667,695.617,772.0343333,617.1696667,638.674
126.657,773.266,846.148,630.8196667,492.985,597.825,651.034,562.9116667,609.32,846.9033333,765.136,686.3903333,748.248,601.9823333,613.1213333
126.884,788.801,855.794,627.8583333,505.4433333,604.2016667,653.0906667,565.0686667,597.0373333,880.8426667,773.1623333,674.187,755.967,631.647,633.2706667
127.111,785.8853333,834.6593333,619.381,504.7953333,622.8056667,647.3136667,563.26,593.675,904.7686667,782.7496667,696.5433333,756.1983333,636.0033333,608.716
127.338,770.516,833.439,604.7766667,490.7083333,635.069,645.572,563.6666667,618.9796667,874.818,772.777,692.766,769.8316667,611.708,645.6173333
127.565,787.501,867.714,610.4183333,490.0303333,617.72,652.285,567.853,616.0343333,875.2926667,775.3083333,721.9576667,763.75,631.288,608.711
127.792,810.5776667,884.9946667,604.7096667,489.519,607.6643333,656.108,568.755,613.8626667,897.5346667,769.6276667,686.039,746.2586667,607.9546667,613.4866667
128.019,827.394,881.3323333,602.944,472.9846667,620.053,667.6416667,574.554,627.8893333,857.3726667,756.3183333,673.9613333,755.6756667,631.7316667,627.657
128.246,842.148,846.5763333,597.5916667,462.6816667,618.279,654.896,563.853,570.9056667,897.1023333,760.8853333,677.0076667,745.1886667,656.2833333,584.1913333
128.473,810.931,855.017,618.5,467.303,599.2493333,635.0473333,571.4216667,626.768,913.0376667,765.635,704.032,723.6523333,663.522,615.7096667
128.7,773.34,842.4826667,624.054,480.3673333,609.1406667,649.8243333,574.0293333,616.4666667,906.9756667,750.8346667,696.757,742.175,647.4573333,586.71
128.927,772.9676667,839.7393333,616.359,493.1513333,617.6533333,652.8663333,566.4853333,644.9043333,917.3926667,742.883,710.3873333,731.6756667,673.0586667,621.4583333
129.154,797.8823333,842.005,612.8476667,490.1326667,603.6986667,658.078,568.99,644.5993333,880.189,748.695,720.823,717.2366667,675.7363333,622.1566667
129.381,792.4373333,844.3386667,617.184,475.985,609.6896667,662.072,570.868,612.425,921.069,744.435,709.838,757.4426667,661.8046667,634.496
129.608,786.289,836.187,603.6886667,476.4963333,620.3156667,648.4546667,558.4316667,594.9576667,931.338,741.1753333,702.2176667,740.1006667,661.7,591.3966667
129.835,775.4863333,837.7973333,620.5773333,487.8333333,596.039,657.175,553.186,605.889,925.9326667,738.486,713.635,700.2836667,667.4173333,598.623
130.062,764.475,818.755,614.8963333,490.7763333,611.85,662.4863333,557.794,604.086,915.943,728.492,700.57,725.7893333,681.21,595.3333333
130.289,781.5083333,809.4953333,615.031,475.5,661.5456667,656.012,548.299,602.0353333,880.1406667,711.5936667,722.659,738.0203333,673.5253333,604.8903333
130.516,779.132,831.112,608.942,452.0456667,638.0793333,643.081,550.6863333,582.573,901.1143333,717.4263333,707.709,723.5113333,667.627,619.4306667
130.743,773.981,813.2486667,600.7006667,451.3106667,601.1093333,644.5133333,567.3433333,592.7,908.2413333,729.6653333,691.702,742.865,654.0106667,616.6723333
130.97,771.923,788.9153333,614.208,458.5,594.232,637.1796667,569.5293333,610.24,901.6816667,738.5986667,683.1073333,770.157,677.177,609.721
131.197,755.466,774.5416667,610.828,467.2426667,587.1143333,642.442,557.5,595.0256667,895.9273333,718.2846667,700.993,761.2196667,667.6683333,623.7556667
131.424,751.121,783.2296667,601.321,469.5566667,585.2133333,657.473,557.5096667,572.3983333,883.0183333,730.0976667,691.13,759.1153333,680.2416667,566.6433333
131.651,755.1336667,783.5596667,609.901,477.0533333,600.2326667,639.3566667,545.4066667,568.999,919.7256667,731.5303333,684.3086667,752.493,662.7263333,600.299
131.878,765.2873333,784.5493333,611.2666667,489.674,603.5353333,641.8383333,541.1273333,591.7086667,901.8203333,722.6606667,704.1716667,738.897,648.0546667,591.982
132.105,763.2556667,760.0176667,608.007,486.3333333,580.406,639.7253333,559.902,601.636,943.9246667,721.9456667,711.4116667,735.9196667,642.2013333,552.1453333
132.332,740.7973333,740.8856667,610.0043333,473.9583333,601.8366667,619.1426667,552.9213333,617.1916667,886.745,727.7286667,736.9573333,709.536,662.051,559.0356667
132.559,756.6966667,766.1223333,594.4413333,467.735,620.4396667,609.253,545.657,583.5123333,913.011,716.568,711.0496667,737.3963333,647.227,640.27
132.786,782.9183333,782.0976667,598.6206667,469.2346667,617.8083333,615.0113333,546.7546667,556.9496667,965.615,734.2036667,702.3203333,761.7973333,654.321,586.125
133.013,806.559,784.0516667,594.3513333,459.9243333,585.782,632.388,538.2843333,559.4943333,900.322,727.5416667,725.409,715.688,673.1443333,600.5456667
133.24,771.309,765.454,611.2626667,459.89,571.4586667,635.2943333,530.6763333,546.8923333,921.1056667,739.1436667,735.817,708.6576667,656.0436667,569.425
133.467,732.2766667,773.627,597.6196667,462.6893333,573.4733333,605.937,544.7403333,586.926,915.4096667,743.6126667,675.178,709.1803333,664.4513333,599.6463333
133.694,752.2496667,781.3033333,594.943,472.4093333,569.255,615.3423333,551.7156667,583.8336667,898.2686667,746.858,689.5383333,709.66,658.9776667,568.9773333
133.921,751.9446667,758.699,606.6946667,487.9696667,543.914,637.5006667,537.8283333,562.9946667,911.5816667,755.3546667,713.852,705.0496667,631.4443333,596.704
134.148,769.789,762.2856667,592.065,477.2766667,546.742,620.3943333,539.4606667,580.975,904.192,745.6153333,709.5936667,735.7836667,630.5276667,616.7003333
134.375,766.4066667,755.3753333,598.8836667,465.3333333,575.2653333,608.5003333,543,589.0546667,933.7226667,721.8303333,689.3963333,750.6666667,638.9306667,575.2853333
134.602,731.4893333,753.082,578.8396667,473.25,601.1316667,580.6686667,531.608,577.1943333,886.5136667,713.773,696.565,710.121,642.1773333,613.5106667
134.829,716.8126667,745.2446667,573.7086667,469.1666667,581.0103333,588.1443333,510.5686667,560.9606667,925.4566667,735.6086667,698.0313333,686.694,664.7566667,563.49
135.056,725.9146667,761.2106667,586.3003333,455.648,576.061,615.709,514.6666667,563.55,899.5826667,743.9503333,700.1146667,708.475,682.1856667,561.603
135.283,720.6923333,750.1673333,587.0216667,457.5906667,529.9336667,604.3583333,539.6076667,590.0266667,918.8116667,736.7786667,691.754,743.3873333,663.3076667,567.871
135.51,737.244,748.7893333,604.711,444.352,549.0066667,611.842,535.0493333,576.79,893.8413333,716.1826667,662.641,729.513,639.6873333,544.8763333
135.737,740.259,751.3376667,569.0013333,424.9696667,566.557,610.152,522.397,556.3726667,880.1296667,733.8243333,675.265,736.367,662.4476667,517.9173333
135.964,719.6543333,760.5086667,572.212,450.701,579.8346667,628.9633333,536.2646667,549.1776667,913.648,735.3613333,675.4883333,742.259,631.5456667,573.0093333
136.191,714.5193333,767.709,583.2113333,475.5076667,585.2873333,629.705,543.6273333,544.1516667,918.834,731.8986667,679.9573333,717.797,650.746,534.7516667
136.418,719.9643333,746.0006667,579.1953333,471.856,579.068,584.8896667,539.9313333,581.644,917.6403333,745.2463333,677.8003333,726.296,666.2423333,508.3183333
136.645,712.5693333,751.76,575.465,458.4996667,594.171,600.2033333,531.559,558.174,899.4943333,741.8836667,702.5806667,722.222,637.626,556.7443333
136.872,712.223,715.1453333,600.644,460.3066667,593.037,624.8943333,527.6663333,553.779,913.5506667,735.0343333,701.0426667,715.593,656.2296667,576.111
137.099,699.0676667,719.66,593.8693333,471.9243333,580.59,614.3983333,527.6713333,543.0696667,876.904,726.4753333,698.1083333,728.8356667,672.9766667,579.668
137.326,688.8083333,710.6456667,591.1406667,460.25,573.9293333,606.8106667,520.49,537.3876667,875.478,727.925,699.1533333,703.3076667,667.233,600.0666667
137.553,707.3676667,726.0896667,594.5706667,459.7273333,588.3276667,581.241,522.9116667,551.5746667,946.62,731.446,697.4936667,683.4053333,656.0033333,539.393
137.78,723.01,722.9463333,547.9773333,462.375,621.3363333,595.679,527.3723333,546.3273333,924.6526667,725.771,701.9833333,678.8563333,666.2996667,606.6606667
138.007,710.9026667,685.2613333,560.7293333,453.1666667,565.4446667,603.8953333,523.3973333,527.995,943.6323333,704.8983333,707.188,687.6936667,666.9246667,596.477
138.234,697.844,682.105,576.7586667,439.182,550.7643333,580.207,520.0296667,499.2023333,901.0026667,710.9073333,699.9243333,697.994,637.016,575.9266667
138.461,687.5726667,698.1033333,554.3866667,431.712,567.5466667,559.9256667,516.245,525.938,866.3736667,720.6303333,693.6393333,713.376,655.2606667,560.9073333
138.688,683.0836667,697.375,568.5643333,434.1706667,570.3393333,564.5163333,529.6176667,531.6616667,912.616,717.4166667,679.4773333,699.4553333,650.869,560.2726667
138.915,676.508,687.0783333,582.5586667,436.477,591.2516667,599.0813333,528.3333333,511.1646667,878.4013333,712.4236667,686.2106667,683.1283333,662.7053333,571.34
139.142,680.1113333,693.656,567.906,440.0303333,574.4466667,564.4196667,514.01,543.3196667,865.4013333,738.188,708.312,701.0086667,664.0176667,550.9006667
139.368,674.2973333,702.5883333,563.4853333,440.1363333,565.5,579.5153333,518.7303333,512.273,852.8076667,738.7986667,679.0143333,691.3083333,672.5416667,568.7343333
139.595,683.4143333,690.0006667,578.3133333,437.5643333,553.2423333,603.5676667,520.2156667,526.9266667,929.8586667,753.7876667,709.124,696.946,650.0793333,556.941
139.822,689.5283333,709.8706667,581.6953333,438.4166667,548.4596667,609.4496667,514.2013333,536.4543333,876.2963333,740.2086667,709.4123333,702.392,641.901,570.2396667
140.049,713.948,696.1386667,560.0963333,433.557,526.9803333,639.4003333,504.1276667,551.7843333,858.5636667,724.3546667,687.825,693.3916667,691.183,539.8746667
140.276,711.584,714.1833333,595.9476667,438.5606667,565.8313333,621.444,495.588,510.7686667,861.0766667,739.1233333,682.1196667,689.8796667,688.0643333,561.1586667
140.503,686.6483333,712.0256667,591.5896667,446.996,524.5003333,591.028,495.412,525.0306667,903.728,747.507,696.437,674.7813333,668.1043333,577.287
140.73,691.779,695.0443333,563.0076667,445.2423333,515.471,596.5756667,517.765,494.0116667,850.2996667,711.7123333,675.966,668.894,666.6616667,585.018
140.957,706.7503333,691.4403333,593.333,439.7913333,524.847,626.565,538.549,528.406,836.3413333,712.651,683.391,684.6343333,652.791,554.3243333
141.184,721.595,675.7196667,587.293,441.5303333,520.867,588.743,515.7596667,504.845,851.921,744.277,695.61,693.7903333,673.803,580.4796667
141.411,714.118,690.9406667,568.193,444.4963333,524.1023333,581.6843333,497.804,534.0303333,849.6973333,729.7086667,708.9726667,688.368,687.6626667,556.461
141.638,708.283,690.5966667,565.389,450.538,533.8526667,609.239,505.6033333,531.508,827.5666667,707.1013333,673.1226667,685.973,685.6506667,535.6693333
141.865,697.706,680.044,552.4536667,464.981,552.773,589.9526667,499.5586667,523.5133333,860.3656667,720.299,673.1503333,680.1363333,662.728,560.6036667
142.092,676.8253333,679.7043333,564.3013333,471.0756667,567.858,591.418,493.9753333,508.9383333,860.053,722.2163333,700.3736667,681.348,689.605,566.834
142.319,682.654,687.4023333,562.5916667,461.9166667,569.5123333,562.7703333,515.6766667,491.471,874.783,727.3953333,698.498,686.26,690.2623333,567.4503333
142.546,685.4986667,684.7726667,556.3796667,451.4243333,561.5853333,574.0966667,527.941,484.8306667,869.5873333,741.2706667,668.9816667,682.437,669.3563333,599.407
142.773,698.4243333,679.9773333,567.948,454.659,519.8163333,621.9723333,495,492.8666667,901.144,774.4853333,670.3396667,682.5,681.18,546.5786667
143,689.1616667,676.414,565.5103333,455.1666667,549.1916667,615.2183333,487.059,515.4276667,849.3173333,741.2943333,684.6976667,670.796,661.3266667,554.776
143.227,666.8953333,696.4016667,541.2676667,458.3183333,562.764,602.1576667,502.7353333,520.245,838.212,709.8786667,676.0646667,647.385,653.405,551.7333333
143.454,644.948,696.6066667,543.5433333,464.0453333,559.3973333,598.941,498.0246667,502.5956667,825.263,739.889,678.7476667,658.5903333,668.6726667,549.3033333
143.681,667.5256667,689.4733333,545.1393333,461.7346667,544.1286667,599.7946667,495.7746667,490.969,853.572,731.643,657.85,682.125,658.0073333,549.249
143.908,678.0543333,697.4353333,560.4416667,461.9546667,547.2743333,603.2556667,504.103,496.447,829.916,760.2606667,666.0873333,670.715,669.8706667,529.314
144.135,669.372,697.1013333,547.5813333,468.4353333,536.321,616.8386667,507.0686667,504.4526667,855.2463333,731.791,660.627,663.344,688.2503333,550.9993333
144.362,670.9486667,692.4123333,540.242,457.121,562.886,616.527,508.2303333,532.4446667,853.764,736.132,673.4086667,667.7543333,695.273,570.9046667
144.589,677.355,692.11,559.4926667,440.3223333,560.4546667,589.0793333,512.0786667,508.2266667,839.891,729.8793333,646.308,674.06,669.074,532.5436667
144.816,671.195,687.0726667,572.0033333,439.1666667,521.7276667,571.443,511.4506667,483.961,819.8386667,755.8493333,652.5266667,674.676,662.0263333,570.916
145.043,664.8726667,676.5243333,579.1806667,450.0793333,539.1113333,578.295,502.598,481.81,849.027,774.546,673.5093333,674.7283333,670.3283333,533.1636667
145.27,659.4986667,660.5693333,560.845,452.4846667,535.801,579.2936667,492.1863333,508.841,849.862,739.9203333,650.0426667,663.4823333,673.6846667,547.003
145.497,651.9773333,669.587,540.9586667,441.6966667,531.8496667,580.732,485.794,508.84,838.7086667,706.057,635.265,651.528,670.6836667,540.102
