POSITION,old_mCherry_avg_wd1,old_mCherry_avg_wd2,old_mCherry_avg_wd3,old_mCherry_avg_wd4,old_mCherry_avg_wd5,old_mCherry_avg_wd6,old_mCherry_avg_wd7,old_mCherry_avg_wd8,old_mCherry_avg_wd9,old_mCherry_avg_wd10,old_mCherry_avg_wd11,new_orai_avg_wd2,new_orai_avg_wd3,new_orai_avg_wd4,new_orai_avg_wd5,new_orai_avg_wd6,new_orai_avg_wd8,old_orai_avg_wd1,old_orai_avg_wd2,old_orai_avg_wd3,old_orai_avg_wd4,old_orai_avg_wd5,stim_avg_wd2,stim_avg_wd3,stim_avg_wd4,stim_avg_wd6,stim_avg_wd7,stim_avg_wd8,stim_avg_wd9,stim_avg_wd10,stim_avg_wd11,stim_avg_wd12,disc1-WT-Avg,disc2-WT-Avg,disc3-WT-Avg,disc4-WT-Avg,disc5-WT-Avg,disc6-WT-Avg,disc7-WT-Avg,disc8-WT-Avg,disc10-WT-Avg,disc11-WT-Avg,disc12-WT-Avg,disc13-WT-Avg,disc15-WT-Avg,disc1-Avg-Best2,disc3-Avg-Best2,disc4-Avg-Best2,disc5-Avg-Best2,disc6-Avg-Best2,disc7-Avg-Best2,disc8-Avg-Best2,disc9-Avg-Best2,disc10-Avg-Best2,disc11-Avg-Best2,disc12-Avg-Best2,disc13-Avg-Best2,disc14-Avg-Best2,new_mCherry_avg_wd2,new_mCherry_avg_wd5,new_mCherry_avg_wd6,new_mCherry_avg_wd7,new_mCherry_avg_wd8,new_mCherry_avg_wd9,new_mCherry_avg_wd10,new_mCherry_avg_wd11,SERCA_gray_avg_wd3,SERCA_gray_avg_wd4,SERCA_gray_avg_wd6,SERCA_gray_avg_wd7,SERCA_gray_avg_wd9,SERCA_gray_avg_wd10,SERCA_gray_avg_wd11,SERCA_gray_avg_wd12,SERCAmCherry_gray_avg_wd1,SERCAmCherry_gray_avg_wd4,SERCAmCherry_gray_avg_wd5,SERCAmCherry_gray_avg_wd6,SERCAmCherry_gray_avg_wd8,SERCAmCherry_gray_avg_wd9
8.852,72.4,-56.4,127.2,-70.5,-175.2,60,201.5,53.2,-23.5,11.5,-37,37.4,64.2,50,69.4,47.3,47.7,-106,-143.8,-371.8,-332.8,-94.2,-373.8,-112.1,96.3,-82.5,364,-181.4,-508,165.6,-62.6,-88.3,-65.5,-80,-61.8,-61.2,155,-64,176.8,13,13.2,-69.5,-60.3,68,-198.4,55.6,-77.5,137.4,75.5,170.6,23.3,88.1,9.1,-259.5,135.8,-63.1,-19,-14.8,148.5,69.6,141.5,180.8,87.2,120.7,117.3,106.4,630.3,574.6,376.4,515.9,307,780.2,362.9,251.2,1346.6,1276.7,397.9,336.3,527.2,1136.6
9.079,36.9,-81.9,170.2,-153.1,-119,6.1,80.5,-9.2,-97.9,-40.4,-108.8,58.1,65.3,44.3,36.7,42.8,44.4,-137.1,-149.8,-368.3,-282.9,13.5,-325.1,-187.1,71,-51.3,407,-116.3,-416.7,140.8,-48,-135.8,-36.6,-72.5,-56.4,-73.1,28.5,-48,157.3,-20.8,-65.2,-127.5,32.8,23.5,-172.1,81.4,-16.5,117.5,121.8,169.8,-1,30.5,35.6,-172,164.7,-3.7,38.5,-84.2,158.9,95.6,137.8,156.8,77.4,129.6,113.3,92,469,558.7,599.3,578.1,586.8,694.2,379.8,522.2,1048.5,1009.2,448.9,640.9,390.9,1081.5
9.306,36.7,-80,166,-137.2,-173,19.3,111.2,2.6,-112.3,20,-69.4,80.7,75.8,48.9,57.6,48.5,48.4,-168,-191.4,-341.8,-265.9,-70.2,-389.5,-208.7,18.9,-76.5,346.3,-245.7,-422.2,151.8,-64.3,-122.4,-113.4,-173.1,-34.5,-51.4,-18,-46.5,118.1,-41.7,41.9,-96.5,-27.3,22,-155.4,117.4,-82.5,69.2,31.9,109.2,-26.1,131.3,-36.6,-237.5,123.6,-85.5,39.8,32.7,180.5,66.8,142.4,137.4,85.3,123.9,113.4,80.5,376.2,400.6,613.5,658.9,262.2,618.2,363.6,482.8,1130.9,1003.7,258.6,524.5,459.5,918.1
9.533,61.4,-86.3,113.3,-159.6,-149.3,68.5,106.7,56.5,-157.3,-20.3,-95.1,75.4,59.8,49.1,71,49.5,51.6,-139,-211.7,-299.3,-325.7,-35.2,-343,-220.2,69.5,-148,398,-202.4,-412.7,109.9,-52.6,-87.3,9.2,-151.6,-74.3,-45.4,14.5,-44,174.8,70.5,14.9,-13.5,-0.5,36,-92.6,106.4,-93,58,90.5,145.5,-23.6,181.3,62.5,-202.5,68.7,-21.5,12.7,-31.6,203.8,69.4,170.7,147.7,94.9,111.4,97.5,108.3,597,533.5,635.2,550.3,329.1,658.8,373.6,677.8,990.2,1434.3,381.2,386.1,553.7,1193.2
9.76,12.9,-110.3,138.5,-86.1,-233.4,22.7,78.6,-4.7,-185.9,-31.2,-92.6,63.4,62.3,66.9,67.7,45.3,45.9,-161.2,-157.6,-273.5,-292.8,-62.1,-344.6,-202.5,112.1,-105.2,442.8,-133.6,-429.9,56.7,-136.7,-107.4,-62.9,-70.5,-15.7,-88.7,47.5,28,102.2,-47.4,-95.7,-97.5,-47.2,6,-83.7,127.9,-128,82.3,28.8,90.2,98.1,60.6,-31.3,-293.5,142.6,-16.5,38.1,29.2,200.3,86.5,178.1,152.9,96.1,132.7,96.6,105,657.7,725.2,759.2,341.8,325.6,720.7,307.7,678.8,1019.8,946.3,736.6,658.5,734.1,971
9.987,79,-64.5,82.4,-159.8,-215.4,11.1,133.4,112.4,-140.4,-12.8,-124.7,60.1,59.3,61.6,49.9,51.3,75.7,-146.4,-156.9,-332.3,-326.7,-140,-354.2,-208.3,134.8,-195.7,463,-180.4,-369.3,106.7,-91,-121.3,-18.9,-46.2,-55,-61.1,60,-16,131.8,-13.2,-94.8,38.5,13.3,-8.5,-39.1,58.4,-54,100.6,25,126.8,79.9,125.6,3.2,-165,90.7,-77.4,50.9,-28.6,200.7,72.6,181.1,143,94.7,125.2,108.1,89.6,525.5,637.6,798.3,392,461.5,790.4,208.6,607,870.2,956.8,576.4,711.6,711.6,895.2
10.214,36,-98.2,186,-154.1,-235.9,4.4,82,39.8,-139,-28,-31.6,88,81.8,60.7,73,55,70.9,-218.2,-139.9,-342.4,-302.7,-98.7,-334.2,-189.9,58.5,-62.7,458.3,-105.2,-488.6,102.3,-153.9,-200.9,10.8,-43.7,-69.3,-10.9,28,29,252.7,5.2,-82.9,11,52.5,11.5,-67,84.9,-10,159.6,52.1,97.1,-20,79.1,-36.4,-211.5,200.8,-49,61.3,12.2,175.7,75.5,174,149.8,86,120.8,108.9,71.2,423.1,781.4,652.3,540.6,424.6,720,343.9,497.5,782.1,830.3,261.4,908.7,845,1161.6
10.441,29.4,-43.8,238.9,-167.6,-223.1,52.6,70.6,75.5,-89.9,-1.9,-36.3,100.1,68.8,59,54.9,52.5,58.1,-178.7,-164.3,-316.5,-328.7,-111.2,-353,-212.1,13.1,-73.4,397,-213.2,-492.4,55,-160.6,-120.6,29.1,-52.9,-47.1,-63.1,30.5,-49.5,174.7,-33.9,-53.4,-63.5,74,144.5,-102.6,82.3,-33,131.2,79.3,123,-9,57,95.5,-168.5,126.7,-76.8,41.2,-33.7,182.8,75.8,155.2,149.5,75.3,78,104.6,69.6,553.1,764.9,490.1,613.9,220.7,678,482.8,346.3,979.8,1067.8,299.2,907.4,653.7,911.5
10.668,-5.1,-65.5,183,-179,-192,90.8,29.5,18.3,-84.8,-66.3,-89.1,64,62.2,50.2,56.7,47.4,43.2,-130.6,-182.9,-361.9,-279.8,-43.6,-328,-205.4,60.8,-68.5,392.5,-230.5,-503,56.8,-194.7,-49.3,-62.7,-77.3,-12.3,-143.7,25.5,-59,218.6,61,-8.2,-106,19.6,-69.5,-25.1,39.2,-58,90.1,-7.8,99.9,-3.3,107,-10.4,-125,248.6,78.3,70.1,-21.6,182.8,54.7,133.7,126.3,80.6,99,91.6,85.9,762.9,636.4,552.7,568.5,506.7,760.8,502,494.3,979.6,815.4,604.7,593.6,599.6,1053.5
10.895,21.8,-29.6,211.9,-73.1,-221.8,55.8,-17.9,-18.9,-89.6,27.5,-74.7,51.6,69.3,41.1,64.4,48.3,46.5,-119.7,-147.9,-374.8,-337.4,-54.2,-420.6,-234.5,-0.5,-85.8,402.8,-220.6,-441.5,65,-109.1,-34.8,-79.7,-124.8,1.3,-135,26.5,-47.5,74,51.3,-6.5,-19.5,-11.5,75,-60.8,76.8,-15.5,128.6,26.2,180,1.2,74.4,32.4,-188,149.4,-57,71.9,-58.1,186.6,76,151.4,116.5,97.9,115.6,82.2,99.9,601.7,596.1,645.5,492.3,667.1,724.9,534.2,440.1,713.9,1016.9,657.3,632.9,779,1006.6
11.122,89.2,-46.7,266.8,-88,-201.5,95.6,21.3,36.9,-89.7,7.3,-62.4,71.9,67.5,44.4,66.4,57.3,58.4,-124.6,-161.4,-244.5,-195.9,-95.1,-301.4,-279,33.4,-92.9,457,-129,-438.4,106,-166.4,-32.9,-28.4,-115.9,4.6,-45.6,29,-13.5,240.8,36.9,-83.9,-123.5,27.9,54,-79.8,100.7,-41.5,92.9,9.2,64.8,105.4,139.9,90.1,-155,144.3,-69.6,102.1,42.3,170.4,63.7,166.5,112.7,110.2,124,92.5,87.8,604.8,640.5,591.1,610.6,404.5,771.9,417.7,607.5,735.6,1028.6,490.6,753.5,709.4,812.1
11.349,108.8,-39.8,207.9,-146.2,-268.9,39.2,36.6,21.1,-102.8,-0.9,-146.7,70.3,60.7,46.3,56.3,54,60,-146.4,-184.7,-302.2,-343.5,-106.7,-286.9,-216.4,65.1,-57.8,356.3,-172.7,-446.5,97.4,-88.6,-63,-20.3,-126.4,16.8,-107.1,30,9.5,193,79.6,-121.6,-61,-34.8,25,-100.4,105.4,12.5,123.8,33,178.8,43.1,-0.7,115.3,-212.5,124.6,-109.6,57.2,-58.5,149.9,52.6,166.6,109.5,104.1,116.4,103.8,88.5,724.4,833.7,465.8,650.8,447.8,808.8,251.5,857.6,876.2,853,572.8,694.7,548.8,813
11.576,60.7,-29,163.1,-77.5,-268.6,10.4,73.7,-28.9,-92,17.5,-164.4,50.1,75.3,41.1,39,55.9,56.7,-53.6,-74.7,-260.9,-286,-2.4,-217.1,-270.1,5,-104.3,340.5,-188.4,-426,97.3,-130.4,-137.3,12.1,-43.8,-33.6,-5.6,30.5,27.5,182.3,65.2,2.8,-85,-19.7,80,-71.8,96.4,-64.5,128.2,101.2,203.7,-10.7,-72.9,21.1,-129,126,-23.2,63.3,-1.1,154.4,48.9,148.8,127,85.6,100.3,83.5,84.7,658.3,835.3,371.7,614.2,277.4,899.5,347,591.3,1077.2,746.8,697,781.1,527.3,1027
11.803,67.4,-87.1,204.8,-87.2,-257.9,32.1,27,11.3,-163.5,12.2,-109.8,62.5,74.5,58.6,41.8,59.8,51.5,-223.4,-191.4,-248.7,-368,-90.6,-261.3,-276.9,-7.8,-135.2,407.3,-232.8,-517.3,156.8,-90,-173.2,70.6,-39.1,6.1,-110.7,86,38,195.1,130.5,-67.9,-121,52.2,53.5,-107.6,117.7,-106,122.6,90.9,155.4,50.2,20.9,-28.2,-51,153.5,-3.5,9.4,-33.8,139.8,30.7,159.8,144.9,80.7,126.2,88.1,89.6,746.3,586.8,474.4,570,386.7,855.4,437.3,656.7,945.1,789.6,527.3,879.3,586.9,944.3
12.03,6.6,-36.8,219.6,-93.8,-301.5,55,100.2,83.2,-118.2,-53.9,-126.2,61.7,48.2,53.2,34.3,50.5,32.4,-216.2,-173.5,-279.5,-328,22.4,-334.4,-252,23.2,-101.9,366.3,-149,-486,139.1,-100.8,-129.8,-52.5,-86.6,-9,-104.3,95.5,-45.5,167.6,177.6,-55.9,81.5,9.2,32,-96.3,105.5,-21,54.2,66.4,163.1,56.7,-8.1,1,-175,93.3,-34.9,54.4,-8.9,139.6,42.9,188.8,157.4,85,131.8,82.2,78.4,829.2,590.3,677.4,566.5,165.7,595.4,355,598.6,610,837.7,581.7,662.5,630.1,710.1
12.257,40.4,-55.9,266.4,-38.3,-232.7,114.3,61.8,61.8,-180.9,-7.2,-122.6,45.9,49,39.2,29.4,48.5,60.8,-258.6,-124.4,-269.1,-325.7,-54.5,-308,-260.3,29,-53.5,361.5,-138,-465.6,133.3,-113.7,-89,-77.9,-65,20.7,-125.3,108,97.5,217,13.7,-13,40.5,52.1,14.5,-152.9,82.1,-13,56,51.1,162.9,62.9,-90.8,16,-122,184.5,-59.6,139.5,16.6,165.5,70,145.7,136.2,82.2,117.9,76.6,75.8,729.7,626.6,584.6,772,-121.3,712.1,471.1,564,1021,725.5,752,516.5,688.3,925.4
12.484,59.5,1.5,248.8,-86.7,-327.8,242.6,81.6,203.2,-148.2,-18.5,-152.7,39.7,73.8,43.6,51.8,61.2,55.7,-224.9,-147.7,-333.7,-312.8,-106.4,-313.8,-191.9,-33.6,-172.5,470.5,-139.5,-521.3,137.7,-197.9,-161.8,-7.3,-16.3,-1.5,-43.4,77,1,171.5,21.5,30,-23.5,0.2,-17.5,-122.2,30.9,-25.5,101.7,41.1,119.2,30.3,-28.1,-47.5,-201,126.9,-64.4,82.2,82.3,183.4,70.5,125.5,119.9,77.3,137.3,93,80.3,890.6,733.2,357.9,700.7,156.3,1067.2,609.6,611.8,892.8,969.9,628.7,513.4,723.5,830.6
12.711,42.8,-101,183.4,-159.8,-257,280.2,59.9,162,-211.2,-10.3,-69.2,38,71.5,52.1,73.1,65.3,38.9,-282.5,-37.1,-298.6,-349,-84.8,-312.7,-222.8,14.2,-70.1,327.8,-155,-417.4,110.9,-78.3,-104.9,-26.8,1.3,34.9,-71.4,77,-33,206.6,29,-5.7,-105,-36.3,17.5,-92.4,99.1,47.5,145,46.1,180.6,33.1,-43.4,-54.7,-195.5,93.1,0.3,152.5,59.8,140.5,55.8,122.1,117.6,92.1,137.8,93.3,99.1,976.5,861.2,441.2,654.9,390.9,1083,561,616.5,887.7,966.4,401.8,491.7,614.7,1272.2
12.938,74.9,-45.1,185.5,-143.6,-327.3,175.6,121.5,100,-145.5,21,-56,49.6,62.7,50.8,57.4,50.2,37.1,-302.2,-147.1,-263.7,-363.2,-60.3,-261.9,-199.4,14.5,-126,423.3,-178.2,-482.9,165.3,-146,-127.7,84.8,-30,-21.2,-51.4,110.5,-13.5,164.8,-10.6,16.8,-90,16.6,51,-94,124.8,-22,118.6,45.9,208.9,89.6,43.4,-67.5,-155.5,143.7,24.2,40.8,-33.9,136.8,95.1,112.9,110.1,96.3,125.1,109.7,97.6,883.7,621.3,484.9,712,611.1,813.3,615.6,466.1,842.4,820.3,328.3,882.8,603.9,1041.3
13.165,99.6,-87.4,183.9,-197.7,-312.2,118.4,134.8,58.5,-88.1,12.2,-65.7,56.1,88.2,41,50.6,45.7,36.2,-196.8,-167.5,-282.9,-356.4,-50.8,-354.8,-144.8,-4.8,-111,434,-246.1,-463.4,158.5,-146.9,-180.7,-11.8,-52.5,-29.8,-60.2,59.5,-0.5,122,38.9,50.5,-108.5,48.2,-3,-90.1,97.8,53.5,229.2,80,151.6,38.4,-35,-1.1,-78.5,37.2,-22,107.1,-18.6,89.6,96.8,117.7,103.7,76.3,116.2,104.2,64.2,755.5,436.5,567.3,531.1,336.3,738.1,386.6,524.8,906.1,756.8,557.4,1095.7,591.3,1034
13.392,128.6,-59.7,238.8,-157,-239.3,86.7,63.9,94.7,-108.4,43.8,-67.6,64.4,83.8,48.8,49.2,45.1,42.9,-263.7,-165.1,-294.9,-363.5,-85.5,-372.7,-197.2,44.9,-102.9,411,-221.6,-464.7,134.6,-215.7,-107.4,-27.6,-82.4,1.5,-31.4,109,-30.5,202.5,22.5,-34.5,-81.5,48,-8.5,-134.2,74.2,-70,173.5,85.7,194.6,29.4,-59.3,28,-120.5,172.7,24,129.4,-12,132.6,91.9,135.2,100.1,71.8,167,93.9,55,667.8,494.3,618.6,547.7,506.6,874.8,254.6,535.4,1033.3,821,689.9,940.8,594.5,1070.6
13.619,41.2,-45.3,183.7,-130.6,-282.6,88,67,37.9,-60.1,-9.2,-37,78,82.2,52.8,39.2,48.3,57.8,-236.8,-132.7,-208.6,-439.5,-49.4,-247.5,-219.1,66.3,15.9,373.3,-211.1,-459.3,189.7,-152.2,-164.5,67.2,-45.2,53.1,-67.6,60.5,45.5,184.9,92.8,-22.8,-8,87.4,79.5,-102.1,118.1,97.5,138.5,111.8,144.4,-2.1,47.1,24.9,-78.5,170.8,-96.3,180.2,49.4,175.8,83.6,170.4,82.7,76.6,140.2,75.9,75.3,744.2,689.2,489.5,622.2,458.6,756.4,309.2,508.3,1057.7,519.4,704.5,750,482.6,777.6
13.846,42.4,-82.8,108.9,-107.3,-314.4,88.5,116.3,-13.3,-21.3,-66,-157.9,70.3,60.5,58.1,35.7,54.5,56.4,-248.3,-152.3,-268.9,-306.8,-36.7,-285.9,-191.3,-30.7,-74.5,349.3,-205.8,-487.1,217.1,-191.8,-201.2,-13.7,-103.8,86,-5,31,18,123.9,77.1,93.8,-37.5,36.9,99,-30.9,97.2,122.5,149.9,97.4,183.9,72.2,128.1,4.4,3.5,218.3,62.5,132.2,-30.2,161.1,82.9,145.8,93.3,69,123.6,82.4,78,765.9,759.4,602.6,693.8,543.7,977,162,207.9,1099.3,583.9,441.2,685.3,472.3,917.2
14.073,76.6,-56.3,186.5,-60.1,-272.3,150.5,119.3,47.8,-80.4,-9.2,-129.2,84.6,60.3,58.8,50.2,67.5,66.3,-202.1,-143.6,-198.5,-282.9,-62.3,-387.5,-268.8,-16.6,-59.3,325.5,-239.5,-462.7,192,-231.8,-142.8,-40.8,-78.4,40.6,-50.2,124.5,-28,269.2,40.4,-57.3,-7.5,33,37,-70.1,65,58.5,224.2,75.4,152.6,80.5,103.5,17.7,-49,224,6.2,153.6,3.3,131.6,60,138.4,123.8,59.2,146.5,90.2,94.3,789.8,710.6,587.8,726.9,450.2,865.1,171.6,184.9,875.2,938.6,441.1,911.9,475.1,1196.5
14.3,60.4,-64.2,233.2,10,-376.8,128.7,71.2,3.6,-122.1,-2.1,-93.1,82.7,78.5,52.7,53.5,68.5,54.3,-213.2,-113.5,-266.3,-245.3,-25.8,-334,-197.6,-7.1,-23.3,361.8,-195.1,-466.4,170.2,-136,-135.5,-25.3,-17.5,29,-24.4,52,21,173.8,111.7,-65.3,0,-53.5,-5.5,-130.3,48.5,24.5,230.2,44.9,112.6,173.7,169.5,32,-136.5,229.3,42.4,193.3,6,150.5,80.7,157.6,124.8,74.4,129.1,98,88.4,889.1,819.7,585.1,736.3,561.1,498.5,391.2,406.5,837.5,807.7,425.9,936.8,555.5,1096.1
14.527,94.9,-72.1,201.2,-65.1,-350.4,63.2,100.2,44,-82.8,-28.2,-137.6,60.2,72.7,32.6,61.9,59.1,36.3,-178.6,-130.5,-305.4,-303.2,-23.8,-259.7,-208.9,-34.4,-31.1,449,-70,-447.6,238.1,-169.3,-170.6,3.6,91.8,52.6,11,83,75.5,124.8,136.4,-107,26,66.7,42,-92.7,114.7,10,185.2,2.3,117.7,-40.5,153.8,51.7,-59,238.7,-15.6,242.6,-9.7,139.8,61.3,159.7,120.9,75.1,124.5,126.2,79.6,880.7,837.1,602.1,703.2,317.4,707.6,493.6,268.8,1026.4,674.8,223.4,923.4,548.1,991.4
14.754,70.1,-107.5,199.7,-93.3,-385.6,36.4,84.1,67.3,-119.9,-59.7,-161,58.9,67,54.6,45.7,56.9,54.4,-186.5,-175.5,-319.2,-344.3,-113.7,-284.2,-182.9,20.9,-62.8,435.3,-210.8,-467.1,174.4,-140,-95.3,-14.3,-31.1,147,57.2,173.5,-4,162.2,-2.9,-37.6,-110.5,-35.3,34,-109.1,132.1,-25,151.5,71.1,187.4,-17.4,122.4,49.9,-128.5,205.7,-59.8,92.5,29.1,151.2,26.2,157.9,121.7,66.2,79,113.6,69.7,825.7,703,764.7,593.3,584.2,950.9,352.7,333,882,849.7,414.7,800.9,472.4,713.8
14.981,59.7,-59.8,204.6,-161.1,-359.7,70.5,76.4,57.7,-45.7,62,-84.9,49.1,76.8,64.4,63.4,58.6,49.4,-215.3,-103.1,-232,-262.5,-130.2,-284.7,-218.4,-8.1,-104.5,430.3,-161,-500.5,208.9,-248.6,-132,84.5,27.6,73.9,125.4,100.5,23,274.8,100.3,-61.8,-54,-18.3,47.5,-81.3,64.3,-26.5,175.3,82.9,164.2,122.2,75.4,72.5,-41,175.1,-1.6,192.2,-28.6,162.4,67.6,146.3,131.2,71.5,88.3,81.4,78.8,608.5,512.4,743.8,481.6,483.3,1053.8,233.2,590.9,784.5,795.7,512.7,620.9,558.9,860.8
15.208,99.2,-69.6,223.2,-71.3,-331.1,94.6,96.2,51,-38.8,-4.4,-107.1,55.5,95.3,67.4,54.4,63.7,47.1,-211.7,-138.5,-162.5,-317.2,-139.9,-222.5,-172.7,-23.4,7.5,516.8,-277.8,-496.9,214.2,-146.9,-100,70.8,10.5,73.6,39.5,153,-91.5,136.5,53.7,-59.1,-39.5,42.5,68,-35.3,89,9.5,188.7,32,168.1,10.5,126.9,80.7,-105.5,169.2,29.1,168.4,90.9,163.2,78.6,138.2,116.2,83.9,103.2,74.3,86.9,590.8,544.4,672.6,510.2,597.8,797.4,148.5,604.6,676.8,869.2,370.6,1081.5,583.1,969
15.435,117.9,-71.4,214.4,-72.2,-326.5,104.9,101,101.1,-145.5,34,-135.9,69.9,89,73.2,60.9,64.7,56.6,-299.9,-126.8,-271.1,-282.3,-51,-364.4,-178.4,3,41.4,361.5,-196.6,-515,274.4,-293.8,-79,52.8,-63.4,209.4,-21.2,152.5,-64,109.2,58.6,25.5,-5,20,32,-85.1,126,5,199.5,74.3,266.8,72.6,1.8,102.3,-144.5,197.3,69.3,97.3,-6.3,119.4,98.2,124,110.7,84.4,85.9,79.4,79.2,595.3,733.8,741.2,610.9,432.8,771.7,127,478.9,1161.1,1121.1,525.3,1031.8,387.2,1160.1
15.662,82,28.8,194.5,-45.6,-340.8,26.1,123.9,101.3,-5.1,-6.4,-151,66.1,79.2,65.6,67.1,75.6,55.4,-233,-176.4,-240.5,-290.8,-73.8,-240.3,-181.4,-16.3,31.8,383.8,-117.1,-500.3,204.3,-67.8,-48.5,-45,-33.2,36.9,-0.5,111,-23,232.4,86.2,33.1,-52,-0.2,-8,-146.6,116.3,49.5,187.2,97.7,232.3,79.2,25.6,111.3,-103.5,177.1,83.8,124.6,59.9,72.9,74.5,127.6,111.4,58.7,101,82,79.9,602,715.5,775.2,688.8,436.4,940.5,159.6,583.5,826.5,1079.2,653.9,691.3,372.3,1116.4
15.889,122.2,-59.5,298.5,-78.8,-335.9,7.9,149.6,111,-3.3,84.5,-127.1,72.4,95.8,55.1,43.4,78.7,34.5,-215.2,-117.7,-244.2,-374.9,-144.6,-184.4,-191.3,-51.9,-1.4,491,-142.5,-470.9,217.9,-197.4,-30.8,1.8,-70.3,119.7,22.7,154,-10,275.3,177.5,12.4,76,20.9,-75,-100.6,59.3,-17,185,71.7,232.5,10.6,54.6,76.1,-87.5,146.5,54.9,62.9,2.5,156.9,90.6,152.4,149.7,41.6,105.4,98.1,77.4,709.9,446.4,777.1,662.8,517.2,810.2,234.6,626.7,787.7,1099.5,689.3,661.5,591.7,957.9
16.116,164,-39.5,331.8,-64.3,-370.7,74.1,95.3,97.9,-36.7,63.7,-66.6,71,77.5,60,70.7,58.5,36.2,-253.6,-126.2,-309.8,-289.5,-122.3,-254.3,-185.3,-65.7,-82.1,400.8,-159.5,-480.5,194.6,-158.7,-0.5,-72.1,-9.7,52.9,62.4,119.5,-12.5,267.7,159.5,58.6,3,22.5,-33,-98,93.9,-24.5,139.5,71.7,280,30.7,104.2,118.3,-39.5,223.8,63.6,198.7,104.9,110.5,91,152.1,113,50.4,109.2,110.1,86.8,763.1,358.2,730.9,694.9,484.7,665,418.4,550.8,821.6,1136.9,499.2,835.6,582.3,1034.1
16.343,155.9,-12.1,294.3,-119.8,-321.1,45.1,157,128.9,-10.7,9.7,-39.7,48.6,69,52.6,57.7,47.1,45.9,-329.9,-116,-275,-274.9,-134.3,-303,-85.5,13.1,-19.7,480.8,-210.8,-486.2,211.5,-183.6,-75.3,-22.2,-48.9,75.6,24.3,135.5,-5.5,283.6,121,91.7,-154.5,83.5,-34.5,-101.5,69.2,117,191.7,104.6,281.7,19.6,29.9,63.2,-107.5,226.2,98.7,151.3,10.6,136.4,109.4,132.3,112.6,66.9,94,97.9,88,832.4,507.8,582.2,877.3,235.9,952.4,478.2,592.6,884.3,698.8,428,1196,430.5,975.3
16.57,132.6,-9.3,253.1,-140,-357,96.5,152.3,94.6,-17.3,3.1,-55.7,38.3,59,67.8,30.7,58,34.6,-362.4,-91.7,-218.8,-282.5,-82.5,-294.9,-147.7,57.8,6.8,464.8,-153,-457.1,284.5,-207.4,-15.1,-47.4,42.3,6.5,1.4,133,22,189.3,136.3,76.7,-77.5,59.7,-21,-103.3,89,14.5,172.2,104.6,319.4,85.8,183.3,97.1,-47.5,248.1,75.1,112.4,116.6,130.9,105.6,132.5,135,65.4,100.9,93.2,74.2,853.6,428.8,427.4,1036.1,107,901.1,326.6,580.3,1019.8,835.4,520.9,911.4,538.1,1031.5
16.797,84,-16.1,345.6,-166.3,-395.4,145.8,167.1,31.2,-24.1,61.8,-103.8,40.6,60,71.8,43.6,65.1,33.4,-309.5,-139.6,-204.8,-312.8,-138.1,-278.9,-157.5,38.4,15.4,421.5,-200.5,-473.4,175.9,-153.4,0.4,116.6,-85,37.4,84.5,91.5,-34.5,239.1,170.8,19.3,-67.5,9.7,13,-86.1,171.1,44,217.5,89.6,336,102.6,214.8,57.9,-107.5,287.7,15.3,153.9,31.1,147.1,95.2,133.4,129.9,63.5,75.2,97.6,97.3,879.1,417.2,452.2,957.7,323.8,698.3,349.4,578.9,781.8,886.6,441.2,868,470.2,1189
17.024,109.4,-37.7,306.6,-116.4,-406.6,80.7,168.7,35.4,-40.3,61.3,-90.7,59.4,79.3,92.2,40.6,56.1,27.4,-236.8,-149.8,-217.8,-270.2,-61.5,-332,-163.7,17.9,13.1,442.8,-176,-485.8,260.7,-191,-31.9,-4.1,-80.9,93.5,59.2,153.5,12.5,225.8,246.8,102.6,-33,63.3,-42.5,-76.2,130.2,61,173.7,63,318.4,-19.7,174.1,113.2,-94,349.7,-2.6,120.7,-35.8,135.5,92.7,130.2,115.3,60,104.2,92,93.5,951.9,604.7,621.9,736.8,229.5,803.1,419.1,823.6,769.5,598.3,373.8,1026.2,477,1195.1
17.251,158.5,-49.8,259.3,-79.2,-426.1,155.4,171.6,88.6,-28.9,172.5,-122.5,79.9,72.7,74.4,39.5,49.2,28.2,-305.3,-114.9,-220.5,-237.9,-148.5,-285.1,-138.6,57.1,-55.5,415,-335.3,-472.9,274.4,-174.7,-43.6,40.3,32.1,116.2,73.3,148.5,63,272.7,278.6,122.8,41.5,87.9,10,-98.8,81.9,74.5,179.5,120,268.3,24.7,85.3,57.7,-177,278.9,26.3,148.3,59.2,130.7,74.2,143,123.1,67.7,136.2,97.2,104,1110.6,468.7,686.3,759.6,235.7,929.9,497.8,584.4,891.1,545.1,523,928,438.1,1441
17.478,212.3,7.6,307.6,-40.7,-372.1,183.3,113.8,93.8,32.3,126.2,-97.3,87.2,86.8,62.3,51.3,54.1,32,-334.3,-135.5,-182.7,-283.9,-11.2,-213.3,-121.1,34.6,-60.4,459.3,-177,-575.2,274.5,-208.3,-60.1,-40,-13.5,101.4,59.5,169,100.5,172.2,155.1,78.3,-109.5,50.8,-9.5,-2.4,68.3,67.5,263.3,195.3,283,19.4,140.5,66.6,-77.5,272,20.2,184.2,31.6,120,89.7,157.7,119,73.9,108.7,94.3,92,1187.8,547.2,607.8,767.8,491.8,1035.4,498.6,376.8,1328.8,672,469.7,1127.8,682.1,1133.1
