POSITION,old_mCherry_avg_wd1,old_mCherry_avg_wd2,old_mCherry_avg_wd3,old_mCherry_avg_wd4,old_mCherry_avg_wd5,old_mCherry_avg_wd6,old_mCherry_avg_wd7,old_mCherry_avg_wd8,old_mCherry_avg_wd9,old_mCherry_avg_wd10,old_mCherry_avg_wd11,new_orai_avg_wd2,new_orai_avg_wd3,new_orai_avg_wd4,new_orai_avg_wd5,new_orai_avg_wd6,new_orai_avg_wd8,old_orai_avg_wd1,old_orai_avg_wd2,old_orai_avg_wd3,old_orai_avg_wd4,old_orai_avg_wd5,stim_avg_wd2,stim_avg_wd3,stim_avg_wd4,stim_avg_wd6,stim_avg_wd7,stim_avg_wd8,stim_avg_wd9,stim_avg_wd10,stim_avg_wd11,stim_avg_wd12,disc1-WT-Avg,disc2-WT-Avg,disc3-WT-Avg,disc4-WT-Avg,disc5-WT-Avg,disc6-WT-Avg,disc7-WT-Avg,disc8-WT-Avg,disc10-WT-Avg,disc11-WT-Avg,disc12-WT-Avg,disc13-WT-Avg,disc15-WT-Avg,disc1-Avg-Best2,disc3-Avg-Best2,disc4-Avg-Best2,disc5-Avg-Best2,disc6-Avg-Best2,disc7-Avg-Best2,disc8-Avg-Best2,disc9-Avg-Best2,disc10-Avg-Best2,disc11-Avg-Best2,disc12-Avg-Best2,disc13-Avg-Best2,disc14-Avg-Best2,new_mCherry_avg_wd2,new_mCherry_avg_wd5,new_mCherry_avg_wd6,new_mCherry_avg_wd7,new_mCherry_avg_wd8,new_mCherry_avg_wd9,new_mCherry_avg_wd10,new_mCherry_avg_wd11,SERCA_gray_avg_wd3,SERCA_gray_avg_wd4,SERCA_gray_avg_wd6,SERCA_gray_avg_wd7,SERCA_gray_avg_wd9,SERCA_gray_avg_wd10,SERCA_gray_avg_wd11,SERCA_gray_avg_wd12,SERCAmCherry_gray_avg_wd1,SERCAmCherry_gray_avg_wd4,SERCAmCherry_gray_avg_wd5,SERCAmCherry_gray_avg_wd6,SERCAmCherry_gray_avg_wd8,SERCAmCherry_gray_avg_wd9
31.097,924.3,785,1327.8,818.1,396.8,927.3,837.8,627.3,906.6,808.3,467,118.3,70.2,101.5,107.7,59,22.5,545.4,607.8,845.8,381.6,1003.1,320.2,1010.9,787.1,928.5,1210.8,1034.1,293.4,1136.5,619.6,1191.8,571.3,247.9,835,245.8,443,487,832,365.3,384,174,292.3,304,161.8,564,312,575.9,381.4,548.9,315.5,476.7,131.8,253,594.4,329.5,528.5,396.9,113.3,79.4,214.7,98.4,72.1,80.5,40.4,67.1,1656.4,196.3,1158.6,759.6,795.3,1514.6,331.8,761.4,1482.4,1275.8,444.7,1293.2,895.9,1627.9
31.324,843.7,851.6,1340.6,858.9,460.4,876.8,929.2,652,917.7,879,428.3,92.5,75.7,86.2,90.7,59.4,43.9,596.6,706.8,827.4,475,1084.6,467.4,902.7,647.6,1041.4,1233.8,976,307.8,1101.6,630.8,1408.2,601.2,288.6,675.8,291,571.5,577.5,850.6,446.2,344.6,256.5,245.5,330.5,137.3,501.7,379,614.7,287.2,653.1,614.2,425.8,272.5,203.5,670.6,231.3,595.6,462.5,100,94.8,193.4,78.1,60.2,119.4,63.8,69.6,1640.8,153.2,1123,874.8,831.6,1580.9,480,974.2,1493.8,1215.2,589.2,1221.1,757.9,1783.5
31.551,817.7,940.6,1370.5,883.9,430.6,860.7,927.6,717.3,885.4,1017,439.9,73.4,73.2,70.1,90.1,54.4,43.9,651.2,733.2,850.9,426.5,1153.8,500.7,821,764.6,1070.3,1264,1135.3,352,1201.9,703.9,1456.4,574.1,213.5,714,348.5,595.5,492.5,907.1,386.9,358.2,299.5,339.5,251,209.3,496.2,401,648.3,324.6,572.3,566.4,407.3,275.5,257,788.7,439.4,607.5,416.5,111.1,93.8,162.8,102.5,60.5,134.3,70.2,93.3,1861.9,-50.2,1084.3,1092.7,840,1739.4,713,745.7,1323.5,1217.3,582.6,1311.8,628.4,1725.8
31.778,830.9,949.5,1227.2,870.9,465.5,923.3,858,658,978.4,1076.2,518.3,103.9,70.3,72.2,94.2,51.5,47.6,649.4,684.6,965.9,546.2,1075.2,489.6,954.8,624.3,970,1275.5,1261.8,388.2,1135.1,705.2,1376.4,689.6,277.9,723,323.5,569,543.5,818.4,390.8,413.5,407,244.3,412,174.6,506.5,526.5,638.5,347.5,581.8,650.4,588.5,279.1,205.5,677.8,253.9,534.3,473.2,88.7,60.3,155.2,112.5,70.9,121.2,55.6,88,2097.9,-162.1,958.2,1187.9,960.9,1522.7,740.1,714.8,1363.5,1130.4,693,1568.2,728.2,1540.8
32.005,813.6,947.1,1418,1104.8,432.6,883.6,944.9,684.5,937.6,1093.1,487.7,108.9,65.5,75.6,77.2,51.3,54.8,654.2,795.7,1075.2,527.6,1115.9,677.5,1042.6,789.1,1038.5,1453,1128.5,496.2,1185.2,744.7,1402.7,633.3,286.4,578.1,402.5,465,601,934.4,384.5,295.3,334.5,308.7,363.5,131.5,549.6,299,666.5,353.9,581.7,403.5,553,133.2,265.5,818,431.3,629.8,544.7,69,89,160.3,108.3,73.7,114.8,39.1,57,2035.4,-147.2,1059.6,1079.2,513.1,1303.6,564.6,994,1052.7,1526.8,619.2,1440.1,790.4,1906.4
32.232,779.3,892.2,1414.6,1107.3,445.3,1010.3,959.5,707.5,924.5,1083.5,511.2,82.8,81.3,89.5,62,52.4,68.4,701.9,884.1,1087.5,577.3,1170.2,686.6,992.4,813.2,1084.7,1498.5,1177.8,426.2,1318.8,706.9,1484.9,637.5,322.3,632.5,384.6,485,548.5,836.1,440.5,403.1,345.5,280,311,205.3,512.8,434.5,593.2,261.7,692.6,411.7,441.9,279.3,254,686,281.4,673.4,469.6,76.3,86.2,147.6,101.2,63.3,114.1,49.9,49,2049,45.1,1225.4,1010.9,268.3,1397.5,507.7,660.9,1038,1567.6,443.8,1394.9,817.8,1639.7
32.459,799.7,887.2,1523.9,1088.4,564.2,1096,959.2,780.2,1027.5,1026.2,556.3,73.7,71,92,102,45.9,69.9,681.5,840.8,1101.4,605.8,1337.1,715.1,1067.3,822.6,1178.8,1389.3,1255.2,345,1261.3,876.7,1503.9,693.1,418.2,701.2,411.6,576,556,908.6,449.2,416.2,209,331.1,385.5,243.4,566.5,376,690.3,289.1,652.5,526.8,479,271.9,333.5,697.7,349.3,659.4,462.3,99.8,75.6,148.8,124.6,53.1,104.9,53,66.4,2103.8,174.2,1149.6,962.3,522.9,1614.2,512.5,1015.2,1140.6,1484.8,359.8,1053.8,862.1,1450.5
32.686,822.5,941.7,1437,1068.1,484,1095.4,980.5,788.6,1020.5,1128.9,571.4,86.3,64.5,63.5,116.3,48.6,49.9,632.7,822.2,1191.4,644.7,1462.9,775,1061.3,886.3,1317,1435,1431.8,428.5,1200.9,816.3,1603.8,586.3,274,760.4,446.2,472.5,584.5,944,385.7,475.8,395.5,309.9,269,187.5,527,403.5,650.7,275.1,729,459.5,651.7,331.1,341,674.6,452.8,629.2,395,115.2,94,166.6,144.6,36.2,139.8,54.5,69.1,1963.4,190.9,1071.9,949.7,748.6,1717.8,573.4,1113.1,764.4,1351.8,273.7,882.6,575,1699
32.913,843,890.5,1580.8,1300.3,660.4,1127.5,896.4,778.3,1048.8,1138.6,608.7,89.7,66.5,71.8,95.1,57.4,47.1,701.8,942.6,1157.2,679.6,1371,747.3,1039.8,1038,1379.1,1414.8,1421.2,491.2,1322.5,850.6,1644.3,613.4,355,806.5,337.8,596.5,539,895.7,578,440.5,446,354.7,442,236.2,528.8,437.5,672.8,414.1,724.5,423.5,582.3,302.6,410.5,707.2,219.3,674,463,116.8,81.4,165.1,101.7,58.7,112.3,46.8,60.2,1946.1,119.7,893.4,1165.9,657.9,1484.5,668.4,1011.8,1144.9,1352,298.4,936.9,765.9,1655.4
33.14,988.8,976.3,1532.8,1191.4,612.3,1096,1024.4,759.1,1056.2,1104.3,636.4,92.3,59.8,74.8,105,73.4,42.1,723.5,1007.9,1218.2,712.7,1371.6,853,1135.4,1105.2,1371.7,1404.8,1684.1,409.9,1393.7,924,1723.3,599.9,334.9,761.4,490.4,533,499.5,928.1,442.7,459.1,400.5,350.1,317.5,276.9,534.8,455.5,659.1,337.2,620,488.4,639,386.3,370,771.3,481.4,598,402.6,84.7,65.4,169,99.7,62.7,128,60.7,69.9,2075.8,-10.4,1022,1156.4,195.1,1508.8,589.6,921.7,1620.8,1151.3,413.6,861.6,717.9,1678.1
33.367,881,934.3,1563.8,1218.7,620.1,1092.8,940.7,874.2,1197.9,1265.4,587.6,89,51.7,76.8,81.7,80.8,41.3,746.9,996.1,1310.9,667,1317.7,845.4,1187.3,1091.5,1278.7,1445.3,1684.2,508.8,1305.9,974.8,1872.7,585.1,388.2,857.5,420,513.5,617,934.6,491.7,535.8,457,358.9,302.5,308.9,659.9,581.5,683.7,381,606.6,458.7,486.3,379.1,461,736.2,389.6,654.8,412.2,95.4,65.3,152.7,105.1,45.9,127.3,89.6,68.2,2216.3,-74.4,1017.2,1131.3,612.4,1759.8,649.6,568.7,1637.5,1082.1,483.3,1347.1,806.2,1776.7
33.594,919.1,999.6,1804.1,1153.2,641.8,1222.2,1088.1,844.1,1098.1,1185.3,642.3,82.7,73.2,81,115.6,71.3,53.6,776,1050.1,1353.6,709.2,1527.3,793.4,1280.8,1143.6,1402.6,1487,1781.3,602.1,1407.3,898.6,1860.2,687.4,436.9,714.9,327.6,604,549.5,925.2,575.9,498.3,394.5,287.1,406,296.1,642.8,580,701.6,356.8,729.3,407.2,446.8,391.5,443.5,651.9,371.3,712.9,393.9,90.5,65.7,119.3,131.9,64,121.1,82.6,54.4,2277.9,9.2,921.6,1048.2,695.5,1526.3,651.5,890.5,1493.5,1145.3,366.3,1498.5,920.1,1624.6
33.821,978.1,1120,1705.9,1313.9,682.2,1123.7,1093.1,859.8,1250.8,1341.4,552.8,76.2,77.5,76.6,78.7,69.6,52.1,974,1121,1308,912.6,1375.8,881,1294.9,1178.1,1576,1425,1948.9,645.8,1380.5,930.2,1853.8,619.5,384.4,761.8,378.8,490.5,620.5,887.7,624.8,471.6,723.5,338.4,361,340.9,662.7,494.5,695.9,367.2,709.1,544.2,662.3,358,412,687.1,411.3,727.9,636.9,97.2,105,129.8,126.2,73.1,139.9,70.1,49.6,2254.9,198.3,1126.1,876.7,782.1,1198.3,497.2,1022.9,968.2,1199.2,272.5,1238.4,890.9,1702.1
34.048,908.3,1148,1756.4,1364.5,641.9,1295.5,1132.8,1032.5,1394.2,1424.1,604.2,79.1,77.5,67,83.6,57.8,39.8,950.7,1101.4,1403.8,848,1461.2,915.5,1214.8,1215.6,1595.1,1601,1899.9,660.1,1386.7,1034.6,1870.7,696.9,607.6,746.4,389,586,497,1031.3,540.1,492.7,597,405.2,502,285.1,608,644.5,698.9,352.9,705.1,567.5,639.8,354.8,380,703.6,581.7,724.7,638.7,99.9,75.3,152.2,111.7,63.5,141.2,63.2,67.3,2271.2,145.3,1181.1,1023.3,929,1330,601.7,946,1412.2,1327.3,432.5,1064,874.5,1997.5
34.275,1006.3,1138.1,1888.2,1440,741.6,1326.7,1160.6,959.5,1433.7,1455.9,617.5,102.6,74.2,67,108.3,60.8,55.6,935.5,1102.2,1497,941.2,1575.5,967,1339.4,1313.4,1693.4,1565.5,1874.6,859.8,1391.3,976.1,1853,694.1,430.2,694.4,421.1,618.5,682.5,899.9,727.5,581.2,737.5,381.1,259,306.8,650.4,558,783.9,344,783.1,680.8,611.1,380,461,820.1,440.4,682.9,477.4,105.3,88,159.7,102.6,59.2,149.6,42.2,67.2,2271,196.9,1180,1188.9,1027.6,1391.5,815.6,821.9,1602.6,1338.2,458.5,1114.5,975.9,2129.9
34.502,939.4,1182.5,1932.7,1479.4,693.1,1365.8,1182.2,1098.3,1493.7,1494.6,692.4,115,63.7,64.6,87.3,66.4,56.1,951.1,1167.1,1501.8,902.9,1636,948.1,1380.3,1380.8,1753.1,1617.8,1911.5,760.9,1471.1,1043.7,1850,702,427.1,889.3,467.8,619,540.5,987.5,668,670.7,800.5,371.4,349.5,306.3,714.7,555.5,854.3,343.6,734.3,617.6,620.9,458.6,526.5,657.9,468.3,633.7,554,127,75.4,166.9,83.5,41.2,122.8,51.7,66.9,2205.2,238.6,1168.6,1182.9,817.8,1507.3,888.2,1072.9,1401.1,1416.5,549.1,1094.4,954.2,1466.5
34.729,1090.5,1162.2,1946.4,1498,803.3,1364,1367.2,982.2,1465.9,1515,641.9,95.5,59.3,69.6,80,73.2,49,1155.4,1134.2,1638.9,970.7,1640.6,982.8,1411.8,1388.2,1733.6,1533.3,2080.4,771.2,1367.9,1043.4,1996.1,624,600.8,826.2,559.8,649,525.5,1113.6,691.6,544.4,703,417.7,420,378.9,732,547.5,817.2,398.9,808.6,726.4,652.9,471.3,498,859.9,664.4,653.6,629.6,123.6,60.4,150.5,110.1,35.6,111.6,44.7,78.1,2206.2,216,976.8,1165.6,807.8,1654.7,971.4,820.4,1626.5,1237.9,422.5,959.1,882.2,1715.5
34.956,976.5,1249.6,2085.6,1526.5,867.2,1372.4,1227.4,1094.4,1536.7,1550.6,705.3,73.4,60.5,79.3,83.1,76.4,55.2,1135.9,1320.6,1652.2,1045.7,1676.6,1157.8,1303.7,1510.4,1753,1630,2086.1,885.1,1506.5,1092.3,2088.5,706.9,654.3,829.7,494.9,562.5,773.5,1038.8,682.2,610.1,648.5,404.9,344,324,695.8,635,776.4,388,777.8,637.5,693.4,504.7,455,927.1,519.4,653,538.9,127.3,93,129.8,126.8,50.8,101.4,59.3,81.6,2297.8,203.2,1062.6,1163,900.3,1555,998.1,700.6,1579.4,1023.6,536.2,1437.8,861.1,2116.5
35.183,995.2,1231.2,2056.9,1640.2,869,1496.6,1300.7,1167.8,1487.4,1691.6,808.1,73.4,63.7,78,97.3,62.4,87.4,1246.6,1274.6,1741.1,1159.4,1565.8,1148.1,1482,1638.5,1721.9,1633.5,2105.6,948.2,1445.6,1076.9,2198.9,670.7,549.3,890.9,530.4,644.5,632,1096,749.7,578.1,732.5,412.5,411,311.6,773.2,583.5,874.7,364,701.2,654.8,712.8,334.5,496.5,814.7,489.1,632.1,594.4,137.7,104.7,167.6,106.3,62.8,115.6,56,61.9,2274.5,325.4,961.6,1118.2,661.9,1653.2,821.5,872.5,1892.2,1164.5,616.7,1528.8,863.7,1922.2
35.41,1017.3,1156.3,2183.7,1682.3,990.5,1488.6,1408.3,1136.3,1474.3,1604.4,821.1,80.4,71.3,82.2,96.7,60.5,51.9,1265.9,1349.3,1604.6,1115,1657.4,1199.1,1502.3,1636.9,1813.7,1715,2233.6,924.4,1412.7,1173.3,2107.6,744.9,569.7,744.2,675.8,650.5,709,1087.4,731.1,594.2,605.5,449.4,362.5,324.1,711.7,644,835.7,419.3,831.7,751.3,755.6,403.6,607,876.1,496,637.3,447.8,163.8,63.6,200.9,103.9,53.3,124.4,54.9,54.6,2277,396.6,1036.6,1059.3,756,1793.3,711.4,849.2,1790.6,1314,496.8,1299.9,1045.5,1422.2
35.637,961.9,1330.9,2125.3,1701.2,1080.3,1636.5,1376,1220.5,1486.8,1678,863.1,88.1,62.7,107.9,80.7,65.3,49.4,1328,1404.8,1832,1191.7,1831,1259.6,1468.1,1689.5,1749.2,1753.8,2386.3,886.6,1464.6,1272.8,2242.9,792.8,743.2,917.9,563.4,579.5,638.5,1022.4,894,682.8,588,323.1,336.5,349.8,669.2,482,852.1,410.7,708,753.2,655.9,463.1,436.5,857,447.9,795.3,519.2,137,98.5,186.9,117.3,46.6,111.5,42.3,68.3,2296.8,267,1274.3,1054.1,1175.5,1570,943.1,831,1446.8,1364.1,368.4,1402.6,1158.3,1598.5
35.864,1029.4,1271.3,2086.3,1699.3,1060.4,1562.6,1510,1269.9,1560.9,1710.4,932.5,82.4,86,108.4,113.6,62.6,36.5,1279.6,1397.4,1744,1156.8,1828.2,1212.3,1612.3,1675.5,1769.9,1798.8,2396.9,934.4,1573.4,1201.6,2355.8,863.2,686.1,870.2,502.6,626.5,691,1102.7,833.9,516.4,548,341.5,382.5,384.1,801.1,488.5,782.6,326.2,770.2,701.4,1024,563.3,383,823.5,529.1,821.7,630.4,129,74.9,171.4,100.5,63.5,148.9,47.6,76.4,2436.1,211.7,1199.1,1098.2,1033.5,1479.1,1009.1,909.6,1561.2,1285.6,246.4,1251.7,847.5,1813.9
36.091,1055.1,1397.5,2153.1,1831,1120.4,1740.2,1436.4,1281.5,1606.4,1700.3,933.9,74.5,65,92.8,96.3,50.8,51.9,1381.9,1448.2,1991.4,1206.5,1875.4,1347.7,1689.2,1807,1742,1859.3,2497.4,998,1544.1,1270.7,2276.6,844.3,700,959.2,527.9,569.5,777,1112.9,814.3,586.3,596,495.9,412,421.9,772.1,607.5,889.8,380.4,901.6,742.2,1206,535.2,400,824,629.7,768.2,660.6,93.1,60.4,157.5,114.8,71.7,138.2,57.4,82.9,2460.9,134.2,1319.7,1093.5,1171,1556.6,789.8,833.8,1266.4,1258.1,344.7,1369.1,870.1,1612.7
36.318,1057.7,1406.7,2154.5,1890.5,1162.8,1725.1,1438.1,1345.3,1769,1835.5,971.3,56.7,51.5,97.9,49.4,50.9,43.5,1346.9,1413.3,1838,1193.5,1928.5,1381.6,1735.8,1710.3,1953.6,1939,2547.5,922.3,1541.5,1264.7,2402.7,777.6,769,827,585,654,813.5,1151.7,933.2,696.4,570,517.2,465.5,360.9,742.2,579,847.5,433,745.5,689.1,1008.2,521.7,380,910.3,528,705.8,639,101,71.5,149.1,132.3,78.7,126.4,46.4,73.4,2358.4,156.3,1318.4,1174.4,946.5,1662.2,804.2,957.8,1228.4,1439.4,713.3,1289.8,962.7,1617.1
36.545,1052.3,1488.3,2158.8,1970.2,1195.9,1792.2,1502.1,1405,1734.8,1778,1042.7,44.3,81.5,87,60.1,58.3,55.6,1437.7,1443.1,1952,1317.1,1981.3,1358.5,1906.6,1729.5,2010,2054.5,2499.7,1119.9,1589.6,1288,2411.3,780.4,771.7,880.9,488.5,540.5,793,1171.8,823,717.9,490.5,391.1,457,310.2,838.3,603.5,927.7,439.1,854.8,831.2,818,574,441,943.3,575.7,791.7,641.9,117.2,70.9,146.2,104.5,78,141,47.8,75.6,2333.7,362.4,1450.5,1325.6,920.6,1686.7,1027.7,944.7,1245.1,1184.1,682.7,1170.4,1063.9,1604.5
36.771,1097.8,1518.7,2235.8,2166.9,1201.9,1868.6,1556.5,1500.4,1711.7,1800,1001.6,55,82,79.6,74.5,70.1,39.8,1342.2,1605.3,2028.2,1364.5,2097.5,1483.2,1923.3,1759.2,2016.5,2018.5,2618.4,1018.6,1596.6,1329.2,2589.7,858.8,832.2,990.7,519.7,713,733,1175.1,894.6,602.9,544,504.5,378.5,299.7,845.2,610,940.9,474.3,803.3,790.8,852.8,494.8,544.5,991.6,638.7,902,616.8,81.3,60.8,131.2,97.4,91.3,106.1,48.9,65.1,2492.1,229.8,1258.4,1387.4,1021,1585.5,1049,947.2,1429.3,1537.3,368.3,1442.6,1021.2,1789.8
36.998,1153.6,1491,2183.5,2065,1095.3,1843.8,1555.7,1526.8,1807.2,1864.7,1164.2,75.6,92.5,80,71.2,80.8,39.2,1634.5,1772,2126.3,1499.7,1953.1,1411.7,2048.4,1838,2040.9,2102.5,2723.5,1131.4,1666.4,1400.4,2703.7,837.4,896.9,970.7,553.6,551.5,879,1225.6,856,682.7,487.5,498.2,485.5,409,855.9,591.5,939.1,401,857.5,685.7,775.2,625.5,534,956.7,598.9,796.8,666.8,104.7,80.8,140.3,116.1,93.9,141.3,60.6,60,2613.4,109.9,1229.5,1359.5,1268,1700.2,808.5,950.4,1390.1,1502,481.8,1458.8,971.6,2032.2
37.225,1167.5,1464.4,2332,2120.6,1167,1802,1565.3,1482.7,1827.6,1814.9,1150,94,76.8,69.8,68.3,70.7,49.6,1518.5,1721.5,2228.7,1515.7,2075.8,1546.6,2051.8,1802.1,2110.7,2123,2765.6,1215.3,1728,1419.2,2833.8,840.1,762.1,987.6,631.2,583,708.5,1130.9,1006.5,852.3,409,495.4,551.5,390.4,881.9,660,838,408.9,874,653.2,830.5,643.5,690.5,905,552.9,783.7,618.7,107.3,63.1,162.1,90.8,66.8,104.4,61.6,72.8,2488.7,364.4,1090.5,1410.9,1397.3,1910,646.9,1024.1,1369.3,1519,561.4,1519.6,999.3,1885.4
37.452,1159.8,1424.5,2395.1,2117.5,1157.9,1880.8,1559.4,1628.8,1946,1728.5,1199.1,75.8,96.7,90.6,87.8,66.7,69.3,1646.4,1742.5,2224.6,1471.2,2048.2,1609.5,2098,1857.6,2178.8,2109.5,2799.1,1218.8,1847.7,1552.2,2887.3,946.5,841.7,876.8,526.2,578.5,814,1242,1011.8,893.7,524.5,577.2,524,377.2,857.3,645,848.1,502.6,860.7,706.7,967.4,604.4,618.5,900.1,627.1,793.7,535,102.1,68.1,134.5,152.9,65.9,128.8,55.3,69.1,2445.5,488,1157.8,1491.8,1139.4,1843.5,571.8,826,1664.7,1178.7,386,1513.6,1004.8,2143.4
37.679,1195.2,1573.6,2289.5,2243,1270.6,1817.1,1571.7,1630.6,1973,1804.8,1232.2,76.6,82.5,108.2,86.1,69.9,82.7,1602.2,1917.5,2378.7,1477.9,2101.7,1585.5,2165.4,1947.4,2227.9,2150.3,2856.8,1135.7,1774.3,1699.6,2959.2,867.8,824.6,1038,576.6,636.5,868.5,1396.3,1086.9,844.5,646,508.4,552.5,471.9,798.7,707.5,997,399.9,882,602.6,944.9,626.8,728,945.2,701.1,661.2,764,76.8,87.6,127.8,95.3,70.4,128.1,57.8,65.2,2485.9,413.5,1284.6,1370.6,1333.5,1593.5,733.4,946.9,1348.6,1113.5,388.6,1499.6,1191.7,1631
37.906,1195.7,1598.3,2431.5,2177.2,1059.2,2016.5,1644.5,1645.5,2066.9,1829.1,1202.9,97.2,106,89.1,91.1,59.6,80,1680.8,1877.4,2341,1612.8,2180.7,1667,2172.2,2038.2,2189.7,2127.8,2777,1298.1,1800.7,1697,3087.5,905.9,905.9,1152.1,609,556.5,809,1356.6,1037.4,904.2,729,561,503.5,420.7,743.5,634.5,900.8,555.1,775,716,850.4,600.4,580,987.9,609.4,755.4,676.5,97,73.8,156.6,93.1,79,139.9,68.3,66.4,2742.5,254.7,1317.2,1249.5,1166.2,1781.6,900.7,1081.1,1426.7,1330.3,453.1,1356.9,1366.3,1754.3
38.133,1270.7,1571.9,2409.4,2039,1384.2,1979.5,1538,1645.3,2061.4,1833.5,1385.5,109.4,84.8,80.9,80.6,58.1,62.7,1695,1848.4,2487.9,1716.1,2156.9,1722.6,2289.3,1954,2181.5,2005.8,2785.1,1206.2,1866.9,1639.7,3009.5,873.8,897,1045.3,652.7,658.5,706.5,1229.3,1114.9,901.4,746,599.4,612,488,900.2,736,1033.6,414.6,765.4,685,887.6,615.6,644.5,1027.7,597.5,817.4,453.2,121.6,95.8,168.7,119.7,80.6,124.8,82.3,69.6,2842.3,118.6,1059.6,1164.7,1024.2,1899.9,957.2,1066.6,1413.4,1312.4,292.7,1226,1309.5,1901.1
38.36,1214.1,1720.9,2495.7,2262,1241.5,1928.8,1534.4,1724.8,2053.2,1828.3,1349.8,112.4,71,89,93.2,59.7,39.7,1847.2,1856.1,2523.8,1736.4,2105.7,1597.8,2290.1,1975,2150.6,2221.8,2965,1238.3,1828,1874.6,3017.7,929.3,1099.7,1089.2,715.7,676.5,730,1329.8,1104.9,950.8,581,643.7,602.5,459.1,916,757.5,1082.6,387.5,979.7,686.8,867.9,725.7,662,883.8,620.4,774.5,582.3,137,113.5,159.3,127.3,70.1,81.6,51.7,71.2,2779.5,216.4,1217.6,1249.9,860.3,1720,1047,863.9,1492,1223.9,451.5,1149,1168.5,1601.1
38.587,1390.1,1825.2,2520.9,2429.7,1302.1,2044.2,1712.9,1678.3,2124.1,1979.8,1292.6,117.4,80.7,70.5,86,57.1,49,1706.2,2000,2436.5,1852.7,2189.2,1747.6,2356.6,2088.9,2223.1,2243.5,2989.6,1224.7,1836.6,1870.5,3093.8,831,946.7,1252,738.6,696,864,1254.7,1042.8,957.7,563.5,571,691,515.2,891.7,759,1015,424.8,961.5,764,924.9,572,640,993.2,669.2,796.7,648.6,111.4,117.6,154.6,112.9,72.8,133.8,47,79.4,2634,300.2,1238.7,1434.1,1073.5,1568.8,1000.6,1312.6,1569.9,987.7,756.2,1228.8,1086.7,2143.3
38.814,1283.1,1806.7,2684.2,2412.1,1317.1,2136.6,1676.5,1664.3,2099.7,1842.1,1385.9,99.9,83.5,79.1,73.5,59.4,58.5,1858.8,1900,2568.5,1856.7,2164.6,1772.7,2441.5,2176.7,2279.2,2327.8,3150.5,1311.1,1948.1,1884.6,3003.9,906.6,937.1,1202.1,700.8,563,889,1424.7,1020.2,1001.5,673.5,647.4,608.5,576.7,868,777.5,1030.6,500.9,989,770.2,920.3,630.6,860.5,1007.4,613.7,821.8,610.6,80.8,93.2,160.8,102.2,76.2,126.9,42.5,90.6,2513.6,364.7,1269.1,1316.3,958.2,1614.3,819.6,1232.4,1620.8,1579.7,541.3,1217,1121.3,2114.1
39.041,1503.5,1876.7,2724.5,2344.3,1399.5,2092.7,1607.9,1801.5,2189.3,2019.5,1406.8,95.2,89.7,62,94.7,69.1,70.3,1792.9,2066.7,2432.1,1853,2323.2,1824.9,2453.4,2124.9,2342.6,2301,3028,1432.3,1993,1833.8,2980.6,970.3,1028.9,1207.1,702.8,621,807.5,1490,955.9,1191.2,676,587.7,516.5,546.6,781.7,641.5,1053.9,518.8,857.8,790.5,1086.4,755.7,738,947.5,610.9,716,664.2,115.4,103.2,190,89.7,76.7,124.8,52,109.7,2755.3,439.6,1248.6,1113.8,1052,1762.3,854.9,1484.5,1550.7,1474.6,282.8,1373.5,974.8,1985.5
39.268,1378.5,1933.7,2662.4,2440.5,1364.9,2245,1635.7,1823.8,2220.5,1992.5,1434.1,107.2,88.3,93.6,84.7,80,62.4,1670.3,2090.2,2676.4,1937.1,2366.3,1850.3,2562.5,2274.7,2302.5,2227.3,3034.6,1503.6,2018.5,1927.7,3036.6,1011.8,1018.6,1274.2,766,677.5,826.5,1409.9,1004.8,1120.6,647,665.6,527,519.2,946.6,639,1150.8,546.6,902.1,792,947.6,779.2,768.5,977.1,608.4,763.9,729.1,83,104.7,192.7,90.4,78.6,120.4,76.6,88.4,2791.8,353.5,1316.9,1262.4,1194.2,1834.1,986.7,1260.7,1205,1645.3,241.5,1824.4,869.7,2340.1
39.495,1541.9,2003.7,2877.5,2584.3,1464.7,2339.2,1696.5,1849.7,2242.4,2010.7,1541.3,91.3,79.5,97.5,121.4,83.9,54,1842.1,2025.3,2637,2048.6,2343.2,1890.8,2661.4,2244,2435.6,2341.3,2975.2,1506.3,1859,1915.5,3099.5,911.8,848.3,1183.1,722.7,632.5,823,1393.6,1155.1,1187.7,750.5,543.8,529,446.6,899.3,724,1204.5,495.8,888.1,864.8,924.2,669.1,821.5,980.9,652.9,714,781.1,96.5,93.1,163.9,106.9,83.4,138.6,69.7,74.3,2709.8,460.1,1403.7,1285.5,1317.7,1802.3,853.1,1192.2,1482.8,1428.1,454.5,1413,1077.7,2565.2
39.722,1568.8,2126.7,2915.4,2736.9,1426.3,2378.2,1954.1,1912.3,2342.3,2139.3,1544.6,92.1,78.2,96,88.2,86.8,51.7,1827,2153.4,2733.9,2034.7,2412.3,1975.9,2796.9,2386.4,2416.1,2407.8,3030.4,1553.9,1845.2,1928.2,3083.6,801.2,949.5,1152.6,886,718.5,937.5,1506.4,1211.7,1284.2,712.5,751.6,494.5,474.2,943,675.5,1074.9,550.3,962,806.4,889,744.2,834.5,788.7,675.6,773.1,669.6,111.9,63.8,156.4,124.6,66.5,134.7,62.3,99.1,2708.4,542.8,1162.3,1183,1339.7,1733.8,675.3,1421.6,1263.7,1413.6,493,1179.8,1265,1930.2
